,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros (tecnología),Total (tecnología),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros (velocidad),Total (velocidad)
762,2021,4,San Luis,8.472,11.064,30,70.560,28.723,118.849,62.0,264.0,8.550,4.276,9.107,67.363,9,29.218,118.849
763,2021,4,Santa Cruz,10.790,22.902,10.031,4.346,417.0,48.486,52.0,297.0,20.305,11.641,13.054,1.77,876,491.0,48.486
764,2021,4,Santa Fe,233.427,444.373,128.856,43.556,16.229,866.441,467.0,581.0,169.706,206.856,85.69,62.349,322.015,18.777,866.441
765,2021,4,Santiago Del Estero,19.032,86.563,1.088,6.256,2.922,115.861,178.0,909.0,31.915,61.524,12.205,800.0,7.537,793.0,115.861
766,2021,4,Tierra Del Fuego,13.317,38.148,426,124,342.0,52.357,26.0,385.0,13.505,16.534,16.562,1.748,1.017,2.58,52.357
767,2021,4,Tucumán,97.830,59.022,78.790,2.511,486.0,238.639,39.0,97.0,37.321,48.736,21.023,5.326,125.857,240.0,238.639
768,2022,1,Buenos Aires,392.045,2.728.865,1.242.121,125.521,66.872,4.555.424,31.591,30.056,313.382,321.756,290.127,161.183,3.381.049,26.28,4.555.424
769,2022,1,Capital Federal,102.290,1.217.225,62.308,5.784,29.934,1.417.541,527.0,5.575,39.918,77.39,61.053,43.289,1.188.072,1.717,1.417.541
770,2022,1,Catamarca,14.181,15.517,29.118,1.328,2.234,62.378,71.0,456.0,4.386,7.009,8.773,3.761,35.715,2.207,62.378
771,2022,1,Chaco,32.391,64.546,36.662,8.164,2.356,144.119,461.0,1.099,16.888,21.235,20.898,13.012,62.946,7.58,144.119
772,2022,1,Chubut,44.133,66.667,9.184,30.592,21.052,171.628,113.0,1.677,61.369,31.856,33.08,13.871,14.055,15.607,171.628
773,2022,1,Corrientes,40.462,79.093,10.875,6.774,5.374,142.578,67.0,4.029,24.563,25.665,27.077,10.452,43.631,7.094,142.578
774,2022,1,Córdoba,195.610,501.799,235.838,60.843,9.713,1.003.803,100.0,12.782,165.922,126.009,73.967,34.892,577.027,13.104,1.003.803
775,2022,1,Entre Ríos,67.159,138.986,23.091,26.098,12.592,267.926,107.0,5.745,50.075,49.62,42.294,21.578,81.757,16.75,267.926
776,2022,1,Formosa,16.397,15.927,5.146,16.876,202.0,54.548,97.0,448.0,24.113,6.945,6.613,716.0,15.028,588.0,54.548
777,2022,1,Jujuy,21.307,60.616,25.949,4.662,3.975,116.509,58.0,1.761,22.141,16.321,37.923,576.0,35.287,2.442,116.509
778,2022,1,La Pampa,8.003,58.978,21.739,19.903,1.109,109.732,301.0,2.223,62.812,9.869,12.044,5.25,14.400,2.833,109.732
779,2022,1,La Rioja,9.103,59.228,9.546,6.395,31.0,84.303,18.0,778.0,3.576,4.692,23.624,5.645,45.970,0.0,84.303
780,2022,1,Mendoza,49.464,74.145,123.228,26.969,1.379,275.185,114.0,3.355,51.230,26.407,74.178,21.566,95.048,3.287,275.185
781,2022,1,Misiones,39.147,91.752,25.178,7.807,7.624,171.508,51.0,3.873,35.655,22.261,26.855,15.854,58.610,8.349,171.508
782,2022,1,Neuquén,28.443,73.200,24.193,23.098,745.0,149.679,137.0,1.123,39.856,15.623,11.163,2.654,71.238,7.885,149.679
783,2022,1,Río Negro,38.662,45.366,38.037,16.815,18.494,157.374,116.0,1.383,35.565,18.859,26.926,14.144,37.729,22.652,157.374
784,2022,1,Salta,44.714,98.667,40.994,5.950,7.19,197.515,114.0,1.725,35.576,68.246,6.313,2.214,76.838,6.489,197.515
785,2022,1,San Juan,34.038,14.449,11.294,20.723,7.674,88.178,26.0,2.269,32.356,11.914,25.144,2.088,11.916,2.465,88.178
786,2022,1,San Luis,7.987,11.296,31,71.809,28.721,119.844,61.0,643.0,8.287,3.837,9.802,68.612,13,28.589,119.844
787,2022,1,Santa Cruz,10.537,23.420,10.766,3.974,405.0,49.102,51.0,6.898,12.710,11.502,12.277,2.628,2.551,485.0,49.102
788,2022,1,Santa Fe,213.486,444.609,146.552,45.261,20.571,870.479,468.0,12.435,143.796,208.361,84.787,58.018,344.170,18.444,870.479
789,2022,1,Santiago Del Estero,18.118,87.979,1.093,6.349,2.922,116.461,178.0,1.401,30.220,61.17,13.542,849.0,8.309,792.0,116.461
790,2022,1,Tierra Del Fuego,13.031,38.700,416,124,340.0,52.611,24.0,894.0,12.849,15.64,18.034,1.767,982,2.421,52.611
791,2022,1,Tucumán,92.532,62.396,86.174,3.995,487.0,245.584,39.0,2.212,36.028,46.961,21.014,5.211,133.846,273.0,245.584
